longitude|latitude
-77.20756645|-10.38198207
-79.06542371|-6.24682081
-74.90147527|-11.97475534
-72.92511376|-13.55937162
-76.11311609|-10.72483296
-78.01611443|-7.304673968
-76.40257289|-9.360359313
-79.36092623|-6.219427392
-74.09317694|-5.297847437
-79.80740619|-5.11174722
-73.20161478|-15.95425622
-74.51012601|-13.58690692
-76.01488619|-13.610534
-76.58801017|-11.72131515
-74.29443484|-4.321496463
-77.22741345|-3.983591871
-76.37286551|-10.21372758
-74.8566479|-6.04209376
-79.78638611|-4.552049141
-72.92238045|-12.99256613
-71.61350655|-13.49706338
-77.37453331|-9.5731099
-70.83644366|-14.07027261
-73.52183157|-4.60122382
-69.2360731|-11.65908052
-72.0003695|-14.00636913
-74.77155166|-12.59719402
-74.6228884|-10.97440362
-74.95796517|-7.652435051
-74.21950345|-14.74420133
-74.83989034|-7.947074809
-80.198972|-4.87759096
-78.97611429|-5.430723777
-76.50105114|-9.606459678
-74.83173412|-12.90966744
-78.12140492|-9.51609719
-74.89847222|-12.2296681
-78.17936401|-6.087175221
-69.71217564|-15.6619069
-72.23911891|-14.31789696
-76.55714662|-7.4870778
-77.44535475|-8.978258578
-73.24431178|-13.93047636
-78.06974364|-7.506541488
-78.59330577|-7.771698233
-73.27498515|-13.58839549
-72.86281065|-3.469492135
-77.88191091|-4.650585604
-70.26163311|-14.51078117
-78.98527381|-5.192364336
-77.3210358|-8.440761328
-78.73669422|-7.725964273
-78.29753768|-7.780558956
-77.12579355|-10.33540352
-76.29591012|-10.22131032
-75.01338666|-7.850049756
-77.39741902|-6.465626205
-69.08467082|-14.19039751
-71.94534898|-13.05408386
-74.96217362|-12.26765032
-76.88969049|-4.351259614
-76.47598795|-7.255180159
-71.56256441|-15.55918506
-73.70627766|-11.27966421
-79.28188763|-5.317589134
-72.12321627|-13.19441335
-75.46174452|-9.671935091
-74.4785235|-12.83974479
-74.84312381|-12.97715085
-75.43453904|-13.38244997
-74.92636589|-7.883382189
-72.87589316|-5.148060479
-73.082912|-11.03692326
-72.93676927|-13.0845181
-76.10957886|-13.33243371
-74.80235088|-11.73293717
-74.71582147|-11.89986744
-70.05190613|-14.75803229
-76.86974038|-6.013437983
-76.97548918|-9.312406016
-70.46883934|-14.65297407
-75.03716092|-12.9637784
-73.91886418|-11.21128215
-70.39202121|-15.45494161
-69.99450084|-14.13877479
-73.95533028|-9.829142297
-78.48374888|-6.174379328
-72.05682537|-13.03685364
-72.31641353|-12.66012619
-71.70274115|-14.06438598
-77.82105239|-6.527926183
-76.27483794|-6.220034611
-73.58430181|-14.75795704
-71.79431085|-13.3577822
-74.45852981|-12.17513739
-73.95599196|-14.22809449
-78.68858551|-7.098499969
-78.25872094|-7.162124496
-76.72355196|-10.44951998
-74.93929124|-12.23595966
-74.89884944|-10.8189332
-70.41218229|-17.67695838
-77.26609356|-9.028100013
-77.30722709|-9.453860585
-73.38204961|-13.80107853
-76.05637747|-13.6091475
-72.77140015|-12.90143825
-73.38444261|-4.154316029
-69.53903213|-14.46356293
-77.83016645|-7.703526358
-78.3345527|-4.98303257
-69.85101487|-14.05380584
-78.55431684|-6.241202781
-72.01625478|-14.64311818
-71.86975149|-13.33829579
-69.99347348|-14.12255198
-76.79757625|-9.162690486
-73.5042446|-13.53897519
-79.01004408|-6.086640556
-75.28946656|-10.84047165
-77.11879784|-9.039552176
-79.19642472|-6.080382011
-78.04273562|-7.159437615
-71.69281144|-14.18075447
-78.34004115|-5.229646229
-75.86155728|-6.423442585
-77.32231705|-9.33137844
-77.48934502|-8.202142494
-69.46936727|-17.03358349
-73.95551691|-14.25193767
-73.74244744|-10.84345401
-74.35528197|-5.342159342
-73.3286761|-4.194616365
-75.88796463|-9.281637235
-75.27120494|-13.47024567
-77.65322387|-8.119181243
-77.17044734|-9.383582418
-73.13898155|-14.14611466
-78.95549908|-6.383216738
-77.5236817|-10.95237737
-76.46989259|-10.75350504
-77.35236605|-9.393686178
-77.60297144|-3.222690038
-78.12229819|-6.311698914
-74.57726856|-12.97950103
-75.04636147|-12.66302951
-74.40710265|-11.57972005
-77.40004071|-10.92149208
-76.44580097|-6.524321476
-77.23556257|-6.560118229
-72.94144142|-11.71728929
-76.55597674|-10.04336503
-74.46608628|-12.91580957
-78.06869353|-7.035713195
-79.53915741|-7.512598248
-78.48150252|-7.765804478
-77.26457986|-4.74241653
-75.85399952|-10.8297824
-69.14896065|-14.20917837
-70.25145222|-4.052493106
-80.47047977|-4.795508544
-77.09743182|-6.297798596
-71.37263898|-16.56632948
-76.37231716|-9.975050927
-74.65377404|-11.08927976
-74.08114391|-12.16068496
-77.37056062|-10.96917309
-69.69717635|-14.16829002
-73.38050538|-14.92640667
-71.96291417|-14.59784946
-74.74416878|-12.14847602
-74.43702327|-11.44868752
-75.04834415|-11.9224972
-73.77221352|-4.893466878
-74.95314106|-7.417557011
-70.05680284|-4.114404835
-70.01599032|-13.986835
-75.11627198|-8.604390519
-78.09092203|-9.17405351
-74.81364699|-10.86888763
-78.75281544|-5.999091633
-77.75042677|-10.490797
-76.629698|-6.746999682
-77.49405487|-8.400574688
-71.43529812|-13.58406005
-70.61934423|-4.141000085
-78.48315596|-6.42577443
-74.91867186|-11.16106068
-77.8142731|-7.678324645
-79.21944778|-6.059526231
-80.50635361|-3.810566935
-75.73787103|-9.091587467
-73.53597756|-4.723900339
-72.47557862|-14.0734958
-77.22841872|-11.34077312
-78.13767163|-6.029659789
-72.20475745|-12.73199949
-74.83606889|-12.87211135
-69.2778776|-14.15126384
-71.45323784|-13.54947956
-73.71382363|-10.85865145
-77.72434781|-4.234375052
-76.51598679|-7.180485616
-76.24521669|-8.693965646
-73.15841739|-14.21949753
-71.48239292|-14.87139636
-71.50417494|-13.46677681
-77.87322654|-4.594834454
-77.70999069|-8.089709328
-77.46969429|-8.975638324
-72.59646958|-13.36790846
-76.13874539|-10.61371097
-76.78933878|-9.199424288
-77.39417906|-8.129169635
-79.58681897|-5.650270989
-76.16817881|-7.18788328
-71.02224558|-17.54241097
-78.40316749|-7.471902557
-79.41491659|-5.589186809
-74.88471459|-11.16172761
-74.31946523|-11.32971215
-74.28076213|-11.59931415
-77.87888375|-7.660654269
-77.56528483|-3.365780075
-70.73837402|-16.32454608
-78.45106772|-5.975745927
-73.95479442|-10.03056336
-74.24557995|-11.25834919
-75.32271198|-7.795208414
-70.43507692|-4.131700338
-75.07338354|-8.498764747
-74.46471264|-13.33923582
-72.33737193|-13.16509301
-76.05059968|-13.36879543
-75.13191029|-7.072608731
-77.38456888|-8.586157267
-76.56392443|-5.839614547
-76.16317194|-13.24349569
-74.60921993|-13.08044164
-80.42960995|-4.789923577
-70.92957419|-14.07815036
-75.16754846|-6.164635336
-69.53238883|-14.27613536
-75.06325056|-11.76685582
-76.62609548|-11.83969554
-77.80420087|-6.710274753
-78.55092883|-5.92910484
-69.918882|-14.82001249
-74.56358401|-12.14354683
-78.49813616|-8.939223506
-78.92152074|-6.689101152
-79.2038252|-6.024307699
-72.07883646|-13.85292099
-77.44601061|-8.288887687
-69.89567096|-14.22528983
-78.90348173|-5.182867885
-76.12131651|-8.806701229
-74.718702|-12.58954773
-77.25005982|-8.453365569
-75.80346549|-2.386866431
-73.82297286|-11.25929356
-70.3534619|-15.52688534
-77.88534622|-9.291917937
-74.5299056|-13.32592156
-72.04549577|-14.68367529
-77.03381416|-8.962960705
-79.0311195|-6.274928422
-74.52058936|-13.03828508
-77.59342308|-8.007796884
-77.273902|-8.435512405
-77.75952686|-10.56626349
-70.13190231|-4.085896105
-76.93391099|-4.815988997
-78.3178227|-6.519502572
-74.49252366|-12.95606836
-74.78888174|-11.81833599
-77.73917585|-7.700695075
-78.41944766|-8.844308482
-79.08607423|-5.644096612
-77.86686529|-6.575393015
-78.06630999|-7.145027975
-72.82211863|-13.22676584
-74.50583954|-11.53021178
-77.53705793|-7.932308648
-77.36837375|-8.607838984
-72.43801992|-13.97976842
-74.71321956|-12.67157352
-79.97453808|-6.732274789
-80.31161189|-4.703219726
-69.04631944|-16.63287513
-78.3963101|-5.440414625
-79.31480131|-5.77163271
-76.80193518|-6.865023192
-70.32208167|-17.31345691
-73.15949786|-13.56196882
-72.57593257|-13.99662133
-79.3145476|-5.652609598
-76.95274168|-10.93903263
-71.47469989|-13.81179639
-76.97596264|-8.955279713
-77.34294614|-8.185940389
-79.12666733|-6.30498659
-69.45676897|-15.26645407
-73.86424992|-15.74004504
-74.79950493|-11.17333678
-74.37011886|-11.64962702
-74.08368567|-12.12947252
-79.07552088|-5.672193464
-75.39629126|-12.03816356
-77.46280845|-4.445655367
-74.19836733|-2.314849779
-77.8100184|-6.096199598
-73.60323832|-13.96337612
-78.39296983|-6.475199129
-70.23690819|-4.124026543
-69.4104357|-16.63339385
-69.38027427|-16.81622599
-78.66712085|-7.170632041
-71.2608793|-14.9598027
-70.33189885|-3.813873921
-69.88349513|-14.00427484
-76.48967668|-7.148344033
-72.05133012|-3.488747518
-70.0878243|-13.886174
-75.80193636|-6.213113326
-77.23980801|-8.650057958
-76.44017853|-5.92951734
-77.57701161|-9.024272033
-69.15506407|-14.22228557
-72.55805959|-12.63506064
-70.34427036|-16.14012319
-75.92664035|-9.952306306
-79.92786328|-4.427010602
-81.17843797|-5.199713357
-70.10485319|-14.38971514
-76.28569797|-7.12179113
-76.7235488|-9.2766428
-77.14758931|-10.30086044
-74.48961479|-12.42093493
-74.33771691|-11.07206092
-79.32643611|-5.008178519
-69.04707561|-14.11236053
-70.05264458|-14.09864537
-72.43430359|-12.65093349
-76.80413323|-10.18083195
-77.56600984|-8.037786348
-69.2900837|-16.48821863
-77.04581448|-6.243570356
-76.76834296|-10.57474965
-75.05976649|-6.683444834
-76.27942881|-10.43886533
-70.53155413|-13.99134465
-78.94118333|-6.381694423
-71.71889286|-14.1271245
-77.29892761|-8.4571221
-78.6275073|-7.867349061
-77.06148796|-9.058598154
-78.9671186|-5.212601782
-79.12393965|-5.370992633
-78.05695509|-7.076160583
-74.41341371|-5.492930018
-77.18828835|-6.279111311
-77.33180577|-6.639879313
-78.31250726|-7.554923599
-78.32417987|-7.870957047
-76.85415427|-7.228348034
-77.26508083|-6.078710522
-78.49589731|-7.903281873
-70.58086395|-15.02176491
-71.97600361|-13.59592301
-79.39567112|-7.359897839
-71.36578545|-12.83331781
-69.24764289|-16.60503226
-76.64514445|-9.96356367
-74.73303536|-12.65047901
-80.18728555|-4.730786777
-74.22087985|-12.87747112
-72.69560579|-12.62891737
-77.2197066|-4.321283445
-78.16805643|-6.278969236
-76.95205159|-9.243120765
-74.66891106|-11.14249681
-77.04441439|-5.246145994
-73.81175844|-15.25165511
-78.71798192|-6.120922752
-78.68374081|-6.149646619
-74.96851255|-6.328301674
-74.07993337|-2.373493405
-75.65030068|-10.72170047
-76.35993095|-9.531476531
-74.62414503|-12.86681137
-77.15145965|-11.62077689
-70.0609587|-16.14822112
-77.64163499|-10.76008197
-77.25370281|-8.970092332
-76.65794885|-5.713906093
-70.01319092|-15.62117901
-77.39859549|-10.11483817
-71.48812536|-13.52748618
-77.18001943|-8.787911923
-75.5732632|-10.44441559
-70.79477861|-14.73286206
-70.65988903|-15.18805465
-78.84509002|-6.163069588
-77.56369098|-10.79659044
-69.32275595|-16.55792312
-77.48754501|-8.530630824
-72.9296571|-13.48850519
-72.94553427|-14.31160809
-74.11000474|-12.82630856
-72.40823093|-13.17000938
-78.57723821|-5.969189026
-69.38678004|-16.52599364
-76.51429654|-6.634977002
-77.56614874|-8.877827661
-72.76658555|-15.13922122
-78.38944085|-6.545104979
-78.92681835|-7.424977631
-74.69151889|-12.48341326
-77.54515705|-3.498501777
-70.98733063|-14.42895222
-76.86894462|-6.915584759
-77.1622329|-5.771704969
-70.71181243|-9.77140689
-76.97616458|-10.61725591
-70.799519|-14.11853622
-77.12046377|-5.805316796
-76.86333696|-6.229769007
-76.89955592|-9.152821472
-78.85765443|-6.687650823
-77.9090191|-5.848304849
-78.3784675|-5.188907785
-69.91027848|-15.04310875
-69.77219031|-14.99805624
-78.26098998|-6.577358042
-71.5102571|-13.76222308
-76.32273484|-9.228205849
-76.17609548|-9.095221316
-74.41259438|-12.76980226
-78.93826406|-7.979714062
-70.75465352|-15.37721822
-76.65249091|-7.306114773
-72.05421587|-13.10816114
-74.27279429|-2.287145951
-78.99925712|-6.071119665
-73.21944481|-3.491401696
-73.82174479|-13.4366015
-74.09688069|-15.6602757
-79.02886005|-5.049870539
-76.38686966|-8.487413126
-70.32093709|-13.81569577
-76.4051921|-8.263565335
-79.31448804|-5.705133324
-79.328732|-5.754045669
-78.00070661|-7.151039119
-79.30042789|-5.79310104
-75.32491394|-12.81996518
-75.77328957|-11.43713623
-69.36618563|-15.01306408
-74.384673|-8.375627926
-74.43965429|-9.297172306
-73.26879546|-13.524385
-76.90993898|-10.20425016
-78.48814698|-6.009868646
-70.1549616|-15.27904425
-79.69715814|-5.292180718
-78.88995395|-5.172066005
-77.15351524|-11.08432694
-77.59227529|-8.846884839
-76.84024938|-4.825233002
-71.18886904|-17.77581629
-77.8156721|-6.4852659
-74.3175838|-13.78111595
-72.07901325|-13.54475429
-75.15917761|-6.912127913
-69.9311621|-14.13748917
-76.72472169|-7.022047511
-76.15702738|-7.30254351
-74.98878289|-7.575044376
-75.05524352|-7.418435164
-70.67965761|-15.4996196
-76.71406836|-9.38480495
-74.74418109|-12.5770885
-72.55111397|-13.39241602
-76.98096552|-9.021628354
-73.70128102|-13.63784969
-78.12655535|-6.804703005
-78.11800775|-7.185686556
-72.23288677|-13.6292967
-77.62999777|-10.34090785
-74.2864818|-11.10722699
-75.97272196|-6.041526898
-76.3250526|-7.104478836
-78.8877488|-7.157840262
-71.22184137|-13.513389
-74.85540565|-10.84505026
-72.24417495|-3.616463037
-71.77131005|-3.3739207
-80.3475307|-4.793341333
-69.03815739|-16.65494347
-70.68483839|-13.92699861
-76.88241324|-6.238022783
-73.5359875|-15.18868413
-74.3434698|-11.43120767
-75.0313663|-11.04338359
-73.43553797|-4.291049435
-79.64467141|-5.228437343
-71.46721211|-13.58855306
-77.30081581|-11.36781377
-70.5124765|-4.135008148
-79.79690061|-5.042308637
-78.33854067|-7.367322892
-70.67945587|-16.19478438
-77.74237327|-3.985175204
-73.56821199|-13.40240224
-74.74050475|-13.62139786
-78.33582719|-5.019459935
-77.72020263|-6.257778397
-77.42930181|-8.695488852
-73.99031985|-15.00109196
-78.4770824|-6.251410317
-78.22749835|-6.777218523
-75.55573714|-11.96555582
-78.09831604|-7.958991836
-73.88105519|-13.64930036
-77.42531038|-8.305744683
-73.93979673|-14.29644283
-71.81072981|-13.71252218
-74.85953809|-11.13869211
-79.87641707|-5.028652266
-74.21789371|-9.368546592
-74.47725764|-13.26536278
-71.17042586|-13.74169457
-74.28326478|-5.795706965
-73.59259083|-13.39772775
-75.92532951|-10.07175798
-70.57628344|-14.67523491
-70.0278434|-15.58393523
-73.56045693|-14.56694152
-76.6429222|-9.607914667
-74.79425866|-11.57572735
-73.97549187|-12.17286512
-76.43710541|-10.56083276
-74.70624895|-8.931044363
-76.75420692|-10.4460796
-79.54782791|-6.413140237
-76.296747|-7.202990887
-76.56487183|-6.884192109
-78.29906408|-6.668800895
-78.28841979|-6.862771481
-73.1394912|-11.54398926
-76.1419555|-12.29973178
-69.51433936|-16.6725096
-77.02868756|-9.277650902
-72.51331163|-16.40590175
-78.78653806|-5.871426161
-76.14790192|-11.08658817
-78.82240475|-5.057989704
-78.60253228|-7.342116802
-76.04564612|-11.87442593
-69.35933947|-16.60323731
-78.49120209|-8.829541522
-75.83388267|-11.64332592
-77.53066285|-7.956202522
-70.22795633|-15.37757275
-72.18916155|-13.01220174
-74.73526213|-11.33590376
-69.32427102|-16.62794848
-69.79274409|-14.50488054
-73.6180423|-13.78004789
-78.57374507|-5.368454519
-76.94824585|-9.039635184
-75.79720659|-9.837993627
-77.19106573|-10.2539317
-76.16883052|-7.131882494
-79.11408595|-5.311242345
-74.61931822|-12.48523096
-76.27690297|-11.07033773
-73.34456651|-15.00368883
-78.25290502|-6.723651417
-78.02947745|-7.256913075
-73.55217416|-4.657860395
-75.11846389|-10.66336465
-76.22593818|-8.746259245
-78.51752407|-8.838678834
-72.03818147|-13.90171202
-71.1989649|-14.16782314
-78.34656391|-7.898349528
-78.93659694|-5.185099817
-71.13342497|-14.51557511
-77.33794239|-8.584957472
-78.96707589|-5.229801031
-75.23768698|-12.57317587
-78.44206386|-5.848513182
-79.39798906|-5.394938362
-76.8159593|-6.767314837
-77.07962008|-6.362881508
-74.59220658|-12.22646661
-74.26827466|-11.07918396
-77.26384786|-5.77088694
-72.11826288|-16.86165263
-74.01064674|-13.33037766
-73.49090168|-13.56109932
-78.36383179|-6.732284173
-77.66783792|-8.273604532
-74.56018195|-12.94887688
-78.41156716|-8.169669459
-69.95141915|-14.76688075
-76.54632558|-6.695470143
-77.83546684|-7.852838978
-69.96843199|-14.12606908
-77.73206363|-4.096696447
-72.38029249|-13.31050454
-77.21336719|-8.69165871
-75.17673845|-12.6021819
-78.21676892|-6.292270568
-76.68518624|-8.036003912
-78.07339883|-7.100175559
-75.79873061|-10.82935018
-76.47164599|-8.224021198
-75.37245119|-13.27097897
-77.0394809|-10.62303926
-74.62433154|-1.588610744
-76.67743525|-7.349323605
-73.37478007|-13.47751502
-72.24543508|-14.02984525
-73.89565102|-13.0299918
-77.79493696|-6.105055303
-75.78390897|-10.64704034
-72.68087514|-14.25010153
-71.11067824|-13.69699393
-76.43329692|-6.649549942
-73.73604024|-11.03645337
-78.63642704|-8.37114567
-70.97157621|-17.85967104
-72.25416952|-13.18441434
-75.75707447|-5.032192828
-70.6468943|-13.68006194
-77.97455288|-8.330913912
-77.69659926|-10.39743844
-69.6579895|-14.37256649
-72.94650977|-11.84065643
-77.62135733|-10.06874447
-77.86156831|-9.494098219
-77.32605984|-9.514087611
-71.57740808|-13.58687081
-75.10351184|-11.98793781
-69.04716189|-16.67764455
-70.35525934|-14.48373029
-73.73731041|-15.08560475
-73.20484175|-12.63915552
-76.64961601|-11.74290353
-77.50608119|-4.646277742
-77.89816744|-4.567517194
-71.45134147|-16.26319514
-78.90142748|-7.382087833
-75.81612704|-5.452187211
-69.10017248|-14.19852923
-78.57732413|-6.227598299
-79.06487419|-5.978758705
-71.89742738|-13.24294109
-75.40024417|-11.99705926
-75.94720085|-10.53516826
-69.43530669|-16.53360997
-72.11524756|-14.16848084
-78.38292937|-7.489236451
-74.708874|-8.766664779
-76.13535763|-9.189924378
-78.49824604|-5.519320677
-73.83898542|-5.339745728
-78.0909493|-6.451217204
-69.70298825|-16.27509639
-73.79388341|-13.7465773
-76.37815389|-9.56326428
-74.47593101|-12.88187915
-71.38745182|-14.6758269
-73.11837694|-12.57337342
-76.87693726|-10.80854211
-78.33474084|-5.060516094
-70.16109468|-14.68199756
-69.38278678|-15.34591665
-78.02693665|-9.198728845
-78.49955406|-8.899641546
-73.76141292|-4.573486056
-75.02261462|-9.85558597
-70.10695469|-14.14224751
-69.74613214|-16.35068938
-72.27861749|-14.29474128
-71.2444681|-14.11666647
-77.60426389|-10.78498949
-76.91062609|-10.79167273
-69.78006199|-16.18972349
-76.07054541|-7.063396355
-76.22496975|-13.11132099
-78.14315432|-5.19767218
-76.68491405|-6.007136191
-72.3963949|-12.67780983
-74.92544624|-11.47021984
-76.43586275|-3.061166939
-77.75911363|-4.057183708
-75.66958654|-10.50436244
-78.1841204|-6.77036584
-78.83839585|-6.581039808
-78.33127243|-7.5283672
-75.54521917|-10.08426923
-79.76163881|-4.570123738
-74.9433957|-14.13530809
-72.66961484|-2.448912893
-78.12107633|-6.395446666
-80.08435422|-4.678109911
-79.84554921|-4.790527063
-78.26903994|-8.89279393
-78.02021993|-7.339482086
-76.06103871|-13.382493
-78.620879|-8.330707919
-77.42897853|-4.998205914
-69.34468611|-16.75813241
-73.79444601|-15.6201163
-77.39351818|-8.695997569
-74.03138736|-15.62613905
-78.29583611|-6.799402966
-78.29715243|-7.625901882
-74.84101499|-12.81333234
-77.84462295|-7.727253517
-75.0436694|-6.136038125
-76.63586044|-5.46798647
-74.98140817|-10.01059827
-73.33536264|-14.85753306
-72.21980192|-14.38687692
-74.40086562|-12.88913029
-80.44683975|-4.71803108
-79.22787565|-5.931795196
-75.92257387|-10.94023236
-74.6597963|-10.85746184
-78.83149419|-5.149196456
-74.79569094|-8.76035836
-73.46284598|-13.59965589
-77.76857828|-4.493520587
-78.48895498|-5.4484677
-78.4568555|-5.465894105
-75.87509774|-10.81040315
-77.38989522|-10.61081888
-74.08806829|-12.28514303
-72.96155685|-13.2169959
-75.94562261|-10.63956479
-71.56071494|-14.96415402
-76.49484982|-7.163036341
-70.68350345|-18.15349271
-73.7166149|-14.73806557
-78.09255934|-6.860563896
-72.13390747|-14.53491806
-77.80426831|-7.047516076
-77.37121043|-10.92098177
-75.01234547|-6.79930856
-72.35469714|-13.74185089
-78.99784102|-5.396685072
-78.30715895|-7.161847615
-74.37948522|-11.37431893
-71.97985057|-15.62162064
-78.27221411|-7.452576508
-76.09064333|-13.2326106
-70.05029304|-13.94932885
-72.45935106|-14.59857612
-76.19784921|-9.191813306
-76.39731462|-9.335922161
-75.62457042|-11.4036464
-74.25519944|-8.425605525
-74.46760564|-9.087126732
-74.340866|-13.13530692
-78.39452599|-8.667863209
-77.90663271|-7.726956681
-69.65892275|-14.16074673
-77.51632815|-9.270620399
-74.16274847|-11.30310923
-76.07502656|-6.994963203
-75.04762986|-9.971835967
-73.81757523|-10.68305009
-77.17010492|-10.3387544
-73.20327382|-4.210901814
-69.67459182|-16.27446702
-78.49751363|-7.743004669
-79.15407705|-5.30470842
-78.93058148|-6.08400466
-76.55911795|-10.00450648
-70.23429084|-13.90581224
-73.56901443|-15.24747105
-78.94878108|-7.616375588
-76.42591145|-6.779371407
-77.82470355|-6.256172781
-76.47011024|-5.98301463
-77.42940551|-4.564192455
-72.47341026|-12.65098716
-74.36288621|-8.553754871
-75.14868496|-12.42853694
-75.7806976|-11.41863869
-74.55399313|-5.74053633
-78.20118566|-7.863865865
-76.2495241|-13.07803316
-73.20527385|-3.268468001
-70.93828934|-16.91123599
-75.15222884|-10.18550339
-78.39973042|-8.854020481
-78.4899053|-6.366709174
-72.49846221|-12.60966671
-75.18548238|-14.03669116
-75.48871489|-10.45738194
-77.09250358|-9.079461087
-72.65784047|-14.14068122
-73.45791381|-15.21959434
-79.22986535|-5.317426468
-74.36853878|-12.97256587
-74.94380304|-4.778295785
-77.94171747|-6.92754117
-78.86042972|-5.730051321
-70.36455119|-13.94077564
-75.61803722|-9.012780153
-76.0511089|-10.21567173
-74.53399571|-11.16485238
-78.81677371|-6.169773346
-74.15808423|-5.406328289
-70.75392906|-4.153269707
-77.34499862|-3.066939442
-69.06296164|-14.1525894
-73.72852729|-13.88936118
-75.83042156|-9.85704844
-74.77780441|-12.24191923
-77.59162222|-7.955877018
-74.59565308|-5.835330569
-72.77842417|-3.426512376
-77.35089708|-4.635188515
-75.07348092|-8.713852505
-74.55681769|-10.99129563
-72.68512726|-3.507068115
-77.38178834|-6.566050385
-74.92529244|-11.50486466
-79.0447406|-5.726789284
-74.47568115|-13.09094128
-75.55185589|-11.48943915
-76.58694596|-4.651858909
-78.39868809|-6.012240614
-76.12487176|-9.102657227
-77.12156138|-8.888373907
-73.51001204|-12.99999762
-77.40780845|-8.709587279
-77.4264623|-11.03792241
-73.00257149|-3.324071169
-76.51227302|-4.906109994
-75.78324222|-6.210133254
-78.99548991|-6.206469736
-77.01084094|-8.919431406
-78.70109003|-7.577330269
-77.63666675|-10.27130643
-76.92769082|-9.188684866
-71.28240118|-14.86560002
-77.51461258|-7.954258569
-73.68296009|-2.486452556
-77.49500709|-4.863225002
-76.55240207|-8.250466905
-77.94152452|-7.250933375
-77.63767564|-7.833885618
-78.5007609|-5.498337254
-75.26238449|-9.918749534
-72.95031564|-13.61435138
-74.21653551|-11.79653198
-75.1909712|-7.050049011
-74.05786786|-15.60708265
-73.75521494|-10.73694796
-70.22511125|-14.22946794
-78.27697513|-9.22956182
-78.34330575|-6.541946592
-78.14613234|-7.152928631
-71.03322337|-16.64086686
-69.99560566|-15.12997719
